,id,name,img,Winery,country,regions,grapes,cat,Bold,Tannic,Sweet,Acidic,flavours,keyword
1887,1887,Aconcagua Alto Cabernet Sauvignon 2013,//images.vivino.com/thumbs/yMBeMgjsQCK0X5ILplH_lg_pb_x600.png,Errazuriz,Chile,Aconcagua  ,CabernetSauvignon  ,ChileanCabernetSauvignon Redwine CabernetSauvignon,Bold7,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,Aconcagua   CabernetSauvignon   ChileanCabernetSauvignon Redwine CabernetSauvignon Bold7 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
1888,1888,Authentique Côtes du Roussillon Rouge 2011,//images.vivino.com/thumbs/w6YHH7HFRk-ZV6nKzfkq2w_pb_x600.png,Domaine Lafage,France,Languedoc-Roussillon CôtesduRoussillon ,Shiraz/Syrah Grenache Carignan,Languedoc-RoussillonRed Redwine Blend,Bold6,Tannic5,Dry0,Acidic5,oaky black fruit,Languedoc-Roussillon CôtesduRoussillon  Shiraz/Syrah Grenache Carignan Languedoc-RoussillonRed Redwine Blend Bold6 Tannic5 Dry0 Acidic5 oaky black fruit
1889,1889,Private Selection Dão 2015,//images.vivino.com/thumbs/TtM49Kj7QEWtqgAJK1YyUQ_pb_x600.png,Casa de Mouraz,Portugal,Beiras Dão ,AlfrocheiroPreto Jaen TourigaNacional,PortugueseDãoRed Redwine Blend,Bold6,Tannic6,Dry0,Acidic6,,Beiras Dão  AlfrocheiroPreto Jaen TourigaNacional PortugueseDãoRed Redwine Blend Bold6 Tannic6 Dry0 Acidic6 
1890,1890,Palazzo del Principe Cabernet Sauvignon 2016,//images.vivino.com/thumbs/VsodgPAoRH-6OinsF-rCog_pb_x600.png,Cantina Colli Euganei,Italy,Veneto ColliEuganei ,CabernetSauvignon  ,NorthernItalyRed Redwine CabernetSauvignon,Bold6,Smooth4,Dry1,Soft4,,Veneto ColliEuganei  CabernetSauvignon   NorthernItalyRed Redwine CabernetSauvignon Bold6 Smooth4 Dry1 Soft4 
1891,1891,Sonoma Coast Pinot Noir 2017,//images.vivino.com/thumbs/O12CK72STZyn9gjpLSDAoQ_pb_x600.png,Martin Ray,United States,California NorthCoast SonomaCounty,PinotNoir  ,CalifornianPinotNoir Redwine PinotNoir,Light3,Smooth2,Dry0,Acidic5,oaky earthy black fruit red fruit spices,California NorthCoast SonomaCounty PinotNoir   CalifornianPinotNoir Redwine PinotNoir Light3 Smooth2 Dry0 Acidic5 oaky earthy black fruit red fruit spices
1892,1892,Omaka Reserve Pinot Noir 2019,//images.vivino.com/thumbs/Wy-vkjCeQs2lX5V_-Kfz9g_pb_x600.png,Saint Clair,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic6,oaky earthy black fruit red fruit spices,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry0 Acidic6 oaky earthy black fruit red fruit spices
1893,1893,Kudos 2009,//images.vivino.com/thumbs/SmUQYK3bTnSu5x_pSklpdQ_pb_x600.png,Talamonti,Italy,Abruzzo CollinePescaresi ,Merlot Montepulciano ,SouthernItalyRed Redwine Blend,Bold8,Smooth4,Dry2,Soft2,oaky earthy black fruit,Abruzzo CollinePescaresi  Merlot Montepulciano  SouthernItalyRed Redwine Blend Bold8 Smooth4 Dry2 Soft2 oaky earthy black fruit
1894,1894,Syrah 2017,//images.vivino.com/thumbs/00zylq7ri5mec_150x200.jpg,Gere,Hungary,Dél-Pannónia Villány ,Shiraz/Syrah  , Redwine Shiraz/Syrah,,,,,oaky black fruit spices,Dél-Pannónia Villány  Shiraz/Syrah    Redwine Shiraz/Syrah     oaky black fruit spices
1895,1895,Côtes du Rhône Villages 2012,//images.vivino.com/thumbs/ddqWudX7S96w8OXF_YbzpA_pb_x600.png,Lavau,France,RhoneValley SouthernRhône Côtes-du-Rhône,Grenache Shiraz/Syrah ,SouthernRhôneRed Redwine Blend,Bold6,Smooth4,Dry0,Acidic5,oaky earthy black fruit red fruit spices,RhoneValley SouthernRhône Côtes-du-Rhône Grenache Shiraz/Syrah  SouthernRhôneRed Redwine Blend Bold6 Smooth4 Dry0 Acidic5 oaky earthy black fruit red fruit spices
1896,1896,Pinot Noir 2016,//images.vivino.com/thumbs/DFks8k0yRTWmT7BXw0uXJw_pb_x600.png,Huia,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic6,oaky earthy black fruit red fruit,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry0 Acidic6 oaky earthy black fruit red fruit
1897,1897,Quarter Acre Syrah 2019,//images.vivino.com/thumbs/QxecxoN5R1ip99jGHoQFXw_150x200.jpg,Te Awanga Estate,New Zealand,NorthIsland Hawke'sBay ,Shiraz/Syrah  ,NewZealandSyrah Redwine Shiraz/Syrah,Bold6,Tannic5,Dry0,Acidic5,oaky earthy black fruit red fruit spices,NorthIsland Hawke'sBay  Shiraz/Syrah   NewZealandSyrah Redwine Shiraz/Syrah Bold6 Tannic5 Dry0 Acidic5 oaky earthy black fruit red fruit spices
1898,1898,Pinot Noir 2006,//images.vivino.com/thumbs/emlqRL7wRI67rNWVlHVoMg_pb_x600.png,Cloudy Bay,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic6,oaky earthy black fruit red fruit spices floral ageing yeasty vegetal citrus,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry0 Acidic6 oaky earthy black fruit red fruit spices floral ageing yeasty vegetal citrus
1899,1899,Gimblett Gravels Vineyard Te Kahu 2019,//images.vivino.com/thumbs/ojnzubJGQFm_kc6RvEl98Q_pb_x600.png,Craggy Range,New Zealand,NorthIsland Hawke'sBay GimblettGravels,Merlot  ,NewZealandBordeauxBlend Redwine Merlot,Bold6,Tannic5,Dry0,Acidic6,oaky earthy black fruit red fruit spices yeasty,NorthIsland Hawke'sBay GimblettGravels Merlot   NewZealandBordeauxBlend Redwine Merlot Bold6 Tannic5 Dry0 Acidic6 oaky earthy black fruit red fruit spices yeasty
1900,1900,Tréfli Vörös Cuvée 2011,//images.vivino.com/thumbs/CwhRWhkNR5qEKGVsmRAVrA_150x200.jpg,Thummerer,Hungary,Eger  ,Blauburger CabernetSauvignon CabernetFranc, Redwine Blend,,,,,,Eger   Blauburger CabernetSauvignon CabernetFranc  Redwine Blend     
1901,1901,Castillo Mayor Gran Reserva 1994,//images.vivino.com/thumbs/Optz0jVWRxCJZ64gQY8NLw_150x200.jpg,Ignacio Marin,Spain,Aragón  ,Tempranillo Carignan Garnacha,SpanishRed Redwine Blend,Bold5,Smooth4,Dry1,Soft4,oaky earthy black fruit,Aragón   Tempranillo Carignan Garnacha SpanishRed Redwine Blend Bold5 Smooth4 Dry1 Soft4 oaky earthy black fruit
1902,1902,ODA Negre 2006,//images.vivino.com/thumbs/BXUJN38GTtCUdsot1vE0HA_pb_x600.png,Castell del Remei,Spain,Catalunya CostersdelSegre ,Merlot Tempranillo CabernetSauvignon,SpanishRed Redwine Blend,Bold6,Smooth4,Dry0,Soft4,oaky black fruit,Catalunya CostersdelSegre  Merlot Tempranillo CabernetSauvignon SpanishRed Redwine Blend Bold6 Smooth4 Dry0 Soft4 oaky black fruit
1903,1903,l'Amandiere Grande Reserva Chateauneuf du Pape 2014,//images.vivino.com/thumbs/ODeIgLbDQ12ngktHJ9oICw_150x200.jpg,,,  ,  ,  ,,,,,,             
1904,1904,Gimblett Gravels Syrah 2019,//images.vivino.com/thumbs/amnN4GCbSuKKWIhr1_lD9g_pb_x600.png,Trinity Hill,New Zealand,NorthIsland Hawke'sBay GimblettGravels,Shiraz/Syrah  ,NewZealandSyrah Redwine Shiraz/Syrah,Bold6,Tannic6,Dry0,Acidic5,oaky earthy black fruit red fruit spices,NorthIsland Hawke'sBay GimblettGravels Shiraz/Syrah   NewZealandSyrah Redwine Shiraz/Syrah Bold6 Tannic6 Dry0 Acidic5 oaky earthy black fruit red fruit spices
1905,1905,Reserve Malbec (Barrel Selection) 2003,//images.vivino.com/thumbs/7CijNmPHTuGkkdgOJ0zpaw_pb_x600.png,Salentein,Argentina,Mendoza UcoValley Tunuyán,Malbec  ,ArgentinianMalbec Redwine Malbec,Bold6,Smooth3,Dry2,Soft3,oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty citrus,Mendoza UcoValley Tunuyán Malbec   ArgentinianMalbec Redwine Malbec Bold6 Smooth3 Dry2 Soft3 oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty citrus
1906,1906,Merlot - Cabernet Sauvignon 2018,//images.vivino.com/thumbs/oS3ragqwTlOzSs7QRgBI0Q_pb_x600.png,Te Awa,New Zealand,NorthIsland Hawke'sBay ,CabernetSauvignon CabernetFranc Merlot,NewZealandBordeauxBlend Redwine Blend,Bold6,Smooth4,Dry0,Acidic5,oaky black fruit,NorthIsland Hawke'sBay  CabernetSauvignon CabernetFranc Merlot NewZealandBordeauxBlend Redwine Blend Bold6 Smooth4 Dry0 Acidic5 oaky black fruit
1907,1907,Barrel Select Malbec 2005,//images.vivino.com/thumbs/tIaFgOErQEGzZKrVk-pObw_pb_x600.png,Bodega Norton,Argentina,Mendoza LujandeCuyo ,Malbec  ,ArgentinianMalbec Redwine Malbec,Bold6,Smooth2,Dry1,Soft3,oaky earthy black fruit red fruit spices yeasty,Mendoza LujandeCuyo  Malbec   ArgentinianMalbec Redwine Malbec Bold6 Smooth2 Dry1 Soft3 oaky earthy black fruit red fruit spices yeasty
1908,1908,Les Vendangeuses Gigondas 2012,//images.vivino.com/thumbs/yFnsj3djTIq1JwA8jcPomQ_pb_x600.png,Le Plan des Moines,France,RhoneValley SouthernRhône Gigondas,Shiraz/Syrah Grenache ,SouthernRhôneRed Redwine Blend,Bold6,Tannic5,Dry0,Acidic5,,RhoneValley SouthernRhône Gigondas Shiraz/Syrah Grenache  SouthernRhôneRed Redwine Blend Bold6 Tannic5 Dry0 Acidic5 
1909,1909,Barolo 2012,//images.vivino.com/thumbs/6dwQ0QosQY25QzaQZoRySQ_pb_x600.png,Roberto Sarotto,Italy,Piemonte Barolo ,Nebbiolo  ,ItalianBarolo Redwine Nebbiolo,Bold6,Tannic7,Dry0,Acidic7,oaky earthy black fruit red fruit spices,Piemonte Barolo  Nebbiolo   ItalianBarolo Redwine Nebbiolo Bold6 Tannic7 Dry0 Acidic7 oaky earthy black fruit red fruit spices
1910,1910,Santa Cecilia Nero d'Avola 2001,//images.vivino.com/thumbs/e3xVBUQaROG4X54Qio8FVA_pb_x600.png,Planeta,Italy,TerreSiciliane  ,Nerod'Avola  ,SouthernItalyRed Redwine Nerod'Avola,Bold8,Smooth4,Dry2,Soft2,oaky earthy black fruit red fruit spices dried fruit ageing citrus,TerreSiciliane   Nerod'Avola   SouthernItalyRed Redwine Nerod'Avola Bold8 Smooth4 Dry2 Soft2 oaky earthy black fruit red fruit spices dried fruit ageing citrus
1911,1911,PF Shiraz 2015,//images.vivino.com/thumbs/Kwvdmdb2T9akoc0F_GfM9w_pb_x600.png,Yangarra,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold7,Smooth4,Dry2,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold7 Smooth4 Dry2 Soft4 oaky earthy black fruit red fruit spices
1912,1912,Seddon Vineyard Pinot Noir 2013,//images.vivino.com/thumbs/ftq0Ijr8QpasEF-HrQoVnQ_pb_x600.png,Villa Maria,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth1,Dry0,Acidic6,oaky earthy black fruit red fruit,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth1 Dry0 Acidic6 oaky earthy black fruit red fruit
1913,1913,Tinto 2017,//images.vivino.com/thumbs/ncS13AuZS_yrHkUveOQ1ag_150x200.jpg,Alta Pontuação,Portugal,Duriense Douro ,TourigaNacional TourigaFranca ,PortugueseDouroRed Redwine Blend,Bold7,Tannic5,Dry3,Soft4,,Duriense Douro  TourigaNacional TourigaFranca  PortugueseDouroRed Redwine Blend Bold7 Tannic5 Dry3 Soft4 
1914,1914,Pennon Hill Shiraz 2018,//images.vivino.com/thumbs/Cbo3mnHlSTGGjHv4JPo9dg_pb_x600.png,Montalto,Australia,Victoria PortPhillip MorningtonPeninsula,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold7,Smooth4,Dry2,Soft4,black fruit,Victoria PortPhillip MorningtonPeninsula Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold7 Smooth4 Dry2 Soft4 black fruit
1915,1915,President's Selection Shiraz 2005,//images.vivino.com/thumbs/ZN-ZaPRaQC2xAsYZ3e5atQ_pb_x600.png,Wolf Blass,Australia,SouthAustralia  ,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft4,oaky black fruit,SouthAustralia   Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft4 oaky black fruit
1916,1916,Gevrey-Chambertin Vieilles Vignes 2012,//images.vivino.com/thumbs/ZoI4y7gzSdSJS2350cgPbw_pb_x600.png,Vincent Girardin,France,Bourgogne CôtedeNuits Gevrey-Chambertin,PinotNoir  ,BurgundyCôtedeNuitsRed Redwine PinotNoir,Light3,Smooth3,Dry1,Acidic7,oaky earthy red fruit,Bourgogne CôtedeNuits Gevrey-Chambertin PinotNoir   BurgundyCôtedeNuitsRed Redwine PinotNoir Light3 Smooth3 Dry1 Acidic7 oaky earthy red fruit
1917,1917,Pinot Noir 2019,//images.vivino.com/thumbs/eIZHG3L2SzikRV_IiMHQkw_pb_x600.png,Domain Road Vineyard,New Zealand,SouthIsland CentralOtago ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry1,Acidic6,oaky earthy black fruit red fruit,SouthIsland CentralOtago  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry1 Acidic6 oaky earthy black fruit red fruit
1918,1918,Côtes Du Ventoux La Claretière Rouge 2016,//images.vivino.com/thumbs/hMJVMaTFSciQpmYiJkiQ0A_pb_x600.png,Pierre Amadieu,France,RhoneValley SouthernRhône Ventoux,Shiraz/Syrah Grenache Mourvedre,SouthernRhôneRed Redwine Blend,Bold6,Tannic5,,Acidic5,,RhoneValley SouthernRhône Ventoux Shiraz/Syrah Grenache Mourvedre SouthernRhôneRed Redwine Blend Bold6 Tannic5  Acidic5 
1919,1919,Edición Limitada Garnatxa 2011,//images.vivino.com/thumbs/ZBD5uL5dRM61Vg6RIGdnew_pb_x600.png,Maset del Lleó,Spain,Catalunya  ,Garnacha  ,SpanishGrenache Redwine Garnacha,Bold7,Smooth3,Dry0,Soft4,,Catalunya   Garnacha   SpanishGrenache Redwine Garnacha Bold7 Smooth3 Dry0 Soft4 
1920,1920,Malbec 2018,,,,  ,  ,  ,,,,,,             
1921,1921,Ohiti Estate Cabernet Sauvignon 2019,//images.vivino.com/thumbs/QY9omwumS9m9CpQygOVdsg_pb_x600.png,Brookfields,New Zealand,NorthIsland Hawke'sBay ,CabernetSauvignon  ,NewZealandCabernetSauvignon Redwine CabernetSauvignon,Bold6,Tannic5,,Soft4,oaky black fruit,NorthIsland Hawke'sBay  CabernetSauvignon   NewZealandCabernetSauvignon Redwine CabernetSauvignon Bold6 Tannic5  Soft4 oaky black fruit
1922,1922,Tinto 2009,//images.vivino.com/thumbs/cL01vbE-TASDNp6WZVB4nA_150x200.jpg,Los Colmillos,Spain,CastillayLeón Toro ,Tintadetoro  ,SpanishToroRed Redwine Tintadetoro,Bold7,Tannic5,Dry1,Soft3,oaky black fruit,CastillayLeón Toro  Tintadetoro   SpanishToroRed Redwine Tintadetoro Bold7 Tannic5 Dry1 Soft3 oaky black fruit
1923,1923,Pessac-Léognan 1998,//images.vivino.com/thumbs/-gEmoaobRl-jX62aQF-GhQ_pb_x600.png,Château Brown,France,Bordeaux Graves Pessac-Léognan,PetitVerdot  ,BordeauxPessac-Léognan Redwine PetitVerdot,Bold7,Tannic7,Dry0,Acidic7,oaky earthy black fruit red fruit spices yeasty vegetal citrus tree fruit,Bordeaux Graves Pessac-Léognan PetitVerdot   BordeauxPessac-Léognan Redwine PetitVerdot Bold7 Tannic7 Dry0 Acidic7 oaky earthy black fruit red fruit spices yeasty vegetal citrus tree fruit
1924,1924,Reserva 2005,//images.vivino.com/thumbs/bFJ-6T3IQtOB59-uQKkf4Q_150x200.jpg,Bodegas Alconde,Spain,Navarra  ,Tempranillo CabernetSauvignon Merlot,SpanishRed Redwine Blend,Bold6,Smooth4,,Soft4,,Navarra   Tempranillo CabernetSauvignon Merlot SpanishRed Redwine Blend Bold6 Smooth4  Soft4 
1925,1925,Old Vine Zinfandel 2002,//images.vivino.com/thumbs/JHmzWfzkS42pd3c-Ube4pQ_pb_x600.png,Seghesio,United States,California NorthCoast SonomaCounty,Zinfandel  ,CalifornianZinfandel Redwine Zinfandel,Bold8,Smooth3,Dry3,Soft1,oaky earthy black fruit red fruit spices dried fruit ageing yeasty,California NorthCoast SonomaCounty Zinfandel   CalifornianZinfandel Redwine Zinfandel Bold8 Smooth3 Dry3 Soft1 oaky earthy black fruit red fruit spices dried fruit ageing yeasty
1926,1926,Thomas Block Grenache 2017,//images.vivino.com/thumbs/bTZ8djEhR_yFp5II8IlsLQ_pb_x600.png,Paxton,Australia,SouthAustralia Fleurieu McLarenVale,Grenache  , Redwine Grenache,,,,,,SouthAustralia Fleurieu McLarenVale Grenache    Redwine Grenache     
1927,1927,Bordeaux 2017,//images.vivino.com/thumbs/g2kM0Rq2RE2We3t2x4Wvaw_pb_x600.png,Château Grand Rousseau,France,Bordeaux  ,CabernetSauvignon CabernetFranc Merlot,BordeauxRed Redwine Blend,Bold5,Tannic5,,Acidic5,,Bordeaux   CabernetSauvignon CabernetFranc Merlot BordeauxRed Redwine Blend Bold5 Tannic5  Acidic5 
1928,1928,Chertsey 2014,//images.vivino.com/thumbs/qbFWh1rwR3GtofS-PYpGuw_pb_x600.png,Penley Estate,Australia,SouthAustralia LimestoneCoast Coonawarra,CabernetSauvignon CabernetFranc Merlot,AustralianBordeauxBlend Redwine Blend,Bold8,Tannic5,Dry0,Acidic6,black fruit,SouthAustralia LimestoneCoast Coonawarra CabernetSauvignon CabernetFranc Merlot AustralianBordeauxBlend Redwine Blend Bold8 Tannic5 Dry0 Acidic6 black fruit
1929,1929,Pinot Noir 2019,//images.vivino.com/thumbs/mQAD4pYSR5StQIApTKdXuw_pb_x600.png,Novum,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic6,earthy red fruit,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry0 Acidic6 earthy red fruit
1930,1930,HRB Shiraz 2008,//images.vivino.com/thumbs/edFW1S7eRp2BRiASbgfgCA_pb_x600.png,Hardys,Australia,SouthAustralia  ,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit spices,SouthAustralia   Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit spices
1931,1931,Single Vineyard Syrah 2014,//images.vivino.com/thumbs/cUTFu1i1Q0yo7RBTEzHiZQ_150x200.jpg,Miali,Italy,Puglia  ,Shiraz/Syrah  ,SouthernItalyRed Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft2,,Puglia   Shiraz/Syrah   SouthernItalyRed Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft2 
1932,1932,Sangiovese 2010,//images.vivino.com/thumbs/lxbDIVzEQGmGWL4qfcpTFQ_pb_x600.png,Chalk Hill,Australia,SouthAustralia Fleurieu McLarenVale,Sangiovese  , Redwine Sangiovese,,,,,,SouthAustralia Fleurieu McLarenVale Sangiovese    Redwine Sangiovese     
1933,1933,Shiraz 2010,//images.vivino.com/thumbs/28CHg4oDT0iYm4U3AngfMw_pb_x600.png,Stonefish,Australia,WesternAustralia SouthWestAustralia MargaretRiver,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth3,Dry1,Soft4,oaky black fruit,WesternAustralia SouthWestAustralia MargaretRiver Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth3 Dry1 Soft4 oaky black fruit
1934,1934,Portillo Cabernet Sauvignon 2005,//images.vivino.com/thumbs/YLEgcLnjSLKvoZ2JmzDqFg_pb_x600.png,Salentein,Argentina,Mendoza UcoValley Tunuyán,CabernetSauvignon  ,ArgentinianCabernetSauvignon Redwine CabernetSauvignon,Bold5,Tannic5,Dry1,Soft4,oaky earthy black fruit red fruit spices,Mendoza UcoValley Tunuyán CabernetSauvignon   ArgentinianCabernetSauvignon Redwine CabernetSauvignon Bold5 Tannic5 Dry1 Soft4 oaky earthy black fruit red fruit spices
1935,1935,The Piece Shiraz 2013,//images.vivino.com/thumbs/8C54lZEKQrmRHSlkIfV9Tg_pb_x600.png,Longview Vineyard,Australia,SouthAustralia MountLoftyRanges AdelaideHills,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft4,oaky black fruit spices,SouthAustralia MountLoftyRanges AdelaideHills Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft4 oaky black fruit spices
1936,1936,Langhe Quartetto Rosso 2003,//images.vivino.com/thumbs/G_w4z57xQC2W_rQ32ffMGg_pb_x600.png,Aldo Conterno,Italy,Piemonte Langhe ,Nebbiolo  ,NorthernItalyRed Redwine Nebbiolo,Bold6,Smooth3,Dry1,Soft2,,Piemonte Langhe  Nebbiolo   NorthernItalyRed Redwine Nebbiolo Bold6 Smooth3 Dry1 Soft2 
1937,1937,Pinot Noir 2019,//images.vivino.com/thumbs/AQAEXS4ORpm9E4cLuwMJSQ_pb_x600.png,Dog Point,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry1,Acidic6,oaky earthy black fruit red fruit spices floral vegetal citrus,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry1 Acidic6 oaky earthy black fruit red fruit spices floral vegetal citrus
1938,1938,Old Vine Grenache 2010,//images.vivino.com/thumbs/y1t5kLQTT-i0Fa9iOxYNnA_pb_x600.png,Bethany,Australia,SouthAustralia Barossa ,Grenache  , Redwine Grenache,,,,,oaky red fruit,SouthAustralia Barossa  Grenache    Redwine Grenache     oaky red fruit
1939,1939,Merlot 2011,//images.vivino.com/thumbs/uvkRAe4MTViM1Kz_tIwNhg_150x200.jpg,J.D. Hurley,United States,California CentralCoast SanFranciscoBay,Merlot  ,CalifornianMerlot Redwine Merlot,Bold6,Smooth2,Dry0,Soft2,,California CentralCoast SanFranciscoBay Merlot   CalifornianMerlot Redwine Merlot Bold6 Smooth2 Dry0 Soft2 
1940,1940,Principal Reserva Bairrada 2009,//images.vivino.com/thumbs/i_a7GUH6Rsud-_HxDu44Rg_pb_x600.png,Colinas de São Lourenço,Portugal,Beiras Bairrada ,Shiraz/Syrah CabernetSauvignon TourigaNacional,NorthernPortugalRed Redwine Blend,Bold8,Tannic5,Dry0,Soft4,oaky,Beiras Bairrada  Shiraz/Syrah CabernetSauvignon TourigaNacional NorthernPortugalRed Redwine Blend Bold8 Tannic5 Dry0 Soft4 oaky
1941,1941,Château Teynac Saint-Julien 2002,//images.vivino.com/thumbs/ZUCYyTabSrC6_rWbUgViQA_pb_x600.png,Château Teynac,France,Bordeaux Médoc Saint-Julien,CabernetSauvignon Merlot PetitVerdot,BordeauxSaint-Julien Redwine Blend,Bold6,Tannic6,Dry0,Acidic7,oaky earthy black fruit red fruit spices,Bordeaux Médoc Saint-Julien CabernetSauvignon Merlot PetitVerdot BordeauxSaint-Julien Redwine Blend Bold6 Tannic6 Dry0 Acidic7 oaky earthy black fruit red fruit spices
1942,1942,Syrah 2019,//images.vivino.com/thumbs/N08nQI2nQYKPh4Tdf82xWQ_150x200.jpg,Passage Rock,New Zealand,NorthIsland Auckland WaihekeIsland,Shiraz/Syrah  ,NewZealandSyrah Redwine Shiraz/Syrah,Bold5,Smooth4,Dry0,Soft4,black fruit spices,NorthIsland Auckland WaihekeIsland Shiraz/Syrah   NewZealandSyrah Redwine Shiraz/Syrah Bold5 Smooth4 Dry0 Soft4 black fruit spices
1943,1943,Cuvée Vieilles Vignes Brouilly 2015,//images.vivino.com/thumbs/Q1jkJiqTTuauovOoUgbY8A_pb_x600.png,Château de La Chaize,France,Beaujolais Brouilly ,Gamay  ,BeaujolaisRed Redwine Gamay,Light0,Smooth1,Dry0,Acidic8,,Beaujolais Brouilly  Gamay   BeaujolaisRed Redwine Gamay Light0 Smooth1 Dry0 Acidic8 
1944,1944,Mapu Reserva Carmenérè 2016,//images.vivino.com/thumbs/5mAqr34kR8WnhuWipUFYCw_pb_x600.png,Baron Philippe de Rothschild,Chile,CentralValley  ,Carménère  ,ChileanCarménère Redwine Carménère,Bold5,Smooth2,Dry0,Acidic5,,CentralValley   Carménère   ChileanCarménère Redwine Carménère Bold5 Smooth2 Dry0 Acidic5 
1945,1945,Merlot 2010,//images.vivino.com/thumbs/yB8AnzxlQYetm9Q7Pk1_Kg_150x200.jpg,Silenus,United States,California NorthCoast NapaCounty,Merlot  ,CalifornianMerlot Redwine Merlot,Bold6,Smooth2,Dry1,Soft1,oaky earthy black fruit,California NorthCoast NapaCounty Merlot   CalifornianMerlot Redwine Merlot Bold6 Smooth2 Dry1 Soft1 oaky earthy black fruit
1946,1946,Reserva Cabernet Sauvignon 2016,//images.vivino.com/thumbs/NURC4PkxTsm_8qB3Env0Gg_pb_x600.png,Chilcas,Chile,CentralValley RapelValley ColchaguaValley,CabernetSauvignon  ,ChileanCabernetSauvignon Redwine CabernetSauvignon,Bold7,Smooth4,Dry0,Soft4,,CentralValley RapelValley ColchaguaValley CabernetSauvignon   ChileanCabernetSauvignon Redwine CabernetSauvignon Bold7 Smooth4 Dry0 Soft4 
